"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","3",5,"","","complex","range","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Hierarchical Complexity","Religious levels","3",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Hierarchical Complexity","Military levels","6",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","complex","disputed","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","complex","disputed","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnSui**","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","3",5,"","","complex","range","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Hierarchical Complexity","Administrative levels","7",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Hierarchical Complexity","Religious levels","2",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Hierarchical Complexity","Military levels","8",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Professions","Professional soldiers","absent",NA,"617CE","737CE","complex","simple","range",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Professions","Professional soldiers","present",NA,"737CE","763CE","complex","simple","range",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnTangE","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
